Dragon Age Origins - Ultimate Edition	"Dragon Age: Origins is a role-playing game developed by BioWare and published by Electronic Arts. It is the first game in the Dragon Age franchise, and was released for Microsoft Windows, PlayStation 3, and Xbox 360 in November 2009, and for Mac OS X in December 2009. Set in the fictional kingdom of Ferelden during a period of civil strife, the game puts the player in the role of a warrior, mage, or rogue coming from an elven, human, or dwarven background. The player character is recruited into the Grey Wardens, an ancient order that stands against demonic forces known as ""Darkspawn"", and is tasked with defeating the Archdemon that commands them and ending their invasion. The game is played from a third-person perspective that can be shifted to a top-down perspective. Throughout the game, players encounter various companions, who play major roles in the game's plot and gameplay."
Natural Selection 2	"Like its predecessor, Natural Selection 2 features two opposing teams of players, Kharaa (Aliens) and Frontiersmen (Marines), seeking to destroy the other's respective base. While the two teams have the same essential goals, gameplay for each team varies drastically. Marines largely rely on guns and other pieces of technology to annihilate the alien presence. Aliens, however, rely primarily on melee attacks. Certain alien lifeforms can walk on walls, fly, and even dash forward in the blink of an eye. Players also have a currency system which they use to buy better equipment or evolve into higher lifeforms."
Assassin's Creed III	"The plot is set in a fictional history of real world events and follows the centuries-old struggle between the Assassins, who fight for peace with free will, and the Templars, who desire peace through control. The framing story is set in the 21st century and features series protagonist Desmond Miles who, with the aid of a machine known as the Animus, relives the memories of his ancestors to find a way to avert the 2012 apocalypse. The story is set in the 18th century, before, during and after the American Revolution from 1754 to 1783, and follows Desmond's half-English, half-Mohawk ancestor, Ratonhnhaké:ton, also known as Connor, as he fights the Templars' attempts to gain control in the colonies. Assassin's Creed III is set in an open world and presented from the third-person perspective with a primary focus on using Desmond and Connor's combat and stealth abilities to eliminate targets and explore the environment. Connor is able to freely explore 18th-century Boston, New York City, and the American frontier to complete side missions away from the primary storyline. The game also features a multiplayer component, allowing players to compete online to complete solo and team based objectives including assassinations and evading pursuers. Ubisoft developed a new game engine, Anvil Next, for the game"
TERA	"TERA has typical MMORPG features such as questing, crafting, and player versus player action. The game's combat uses a real-time battle system that incorporates third-person camera view. The player targets an enemy with a cross-hair cursor rather than clicking or tabbing an individual opponent (which is called the ""Non-Target battle system"" by the developer). The Players need to actively dodge enemy attacks. A keyboard and mouse or a control pad can be used to control the character.[2] Characters may be one of seven races[2] allied with the Valkyon Federation. Each race has a set of unique ""racial skills"" that gives them minor advantages. Races also have their own unique animations for many class-specific skills. TERA also has 13 classes (as of October 2017)[3], each with their own unique abilities and attributes"
Mass Effect 2	"Mass Effect 2 is an action role-playing video game developed by BioWare and published by Electronic Arts. It was released for Microsoft Windows and Xbox 360 in 2010, and for PlayStation 3 in 2011. Mass Effect 2 is the second installment of the Mass Effect series and a sequel to the original Mass Effect. The game takes place within the Milky Way galaxy during the 22nd century, where humanity is threatened by an insectoid species known as the Collectors. The player assumes the role of Commander Shepard, an elite human soldier who must construct and gain the loyalty of a diverse team and stop the enemy in a suicide mission. With the use of a completed saved game of its predecessor, the player can impact the story of the game in numerous ways"
Zombie Panic Source	"At the start of each round, players can either choose to join the human team or volunteer to be the first zombie. If no one volunteers the game will pick one human randomly, and the game begins. The starter zombie's goal is to kill the humans while the human goal is to stay alive as long as possible, complete objectives, or even wipe out all the zombies. The catch is that when a human dies he will simply join the ranks of the undead, now ready to finish off his old living teammates. The humans cannot tell by the player list who is alive and who is undead."
Pro Evolution Soccer 2015	"Pro Evolution Soccer 2015 (abbreviated as PES 2015 and known as World Soccer: Winning Eleven 2015 in Asia and World Soccer: Winning Eleven 2015 - Konami the Best only in Japan) is a football simulation gamedeveloped by PES Productions and published by Konami for Microsoft Windows, PlayStation 3, PlayStation 4, Xbox 360, and Xbox One. It is the fourteenth edition of the Pro Evolution Soccer series. The cover of the game features Mario Götze of Bayern Munich (except for the Japanese version, whose cover art features Keisuke Honda of A.C. Milan). In this game, the slogan used was The Pitch is Ours for the first time"
Insurgency	"Insurgency is a multiplayer tactical first-person shooter video game developed and published by New World Interactive.[1] It is a standalone sequel to Insurgency: Modern Infantry Combat, a community made mod for Valve's Source engine.[2] The game was released for Microsoft Windows, OS X, and Linux on January 22, 2014. One of Insurgency's defining characteristics is its hardcore gameplay.[3][4] Unlike other first-person shooters, Insurgency has a very simple HUD, and lacks virtual crosshairs, ammunition and player health counters and minimaps.[1][3] Also, all guns instantly kill with one shot to the head. This adds a considerable level of difficulty for the player. At the beginning of each game, players are able to choose a class and select a variety of weapons. Players have a certain amount of supply points to spend on purchasing weapons and modifications"
Rome Total War	"The player takes a role as the head of one of the three great Roman houses of the time; the Julii, Brutii, or Scipii. Over the course of the game new factions are unlocked, either one at a time as they are defeated, or all at once on completion of the campaign. Each faction has a different set of attributes, objectives, and initial provinces under its control. Control of a province is given to the faction whose army occupies the province's city. The ultimate goal is to become emperor by conquering fifty provinces, gaining support from the people, before capturing Rome itself, but a ""short game"" can be played in which the player must control fifteen provinces and outlast certain faction(s). Cities have a variety of buildings that may be built or upgraded, such as: temples, aqueducts—and amphitheatres, which increase the people's happiness and well-being. Markets increase the city's financial contribution, and academies the likelihood of producing effective family members (see below). Walls make the city more resistant to assault, and barracks, archery ranges and stables unlock new military units. The player expands their empire by training armies in friendly cities and using them to assault and occupy enemy cities (native mercenary units may also be hired by a family member outside a city). Controlling more cities benefits from increased geographical dominance and greater tax income. However, more cities and larger populations become increasingly difficult to control, as local populaces resist foreign rule, and reinforcements have further to travel. If a city's inhabitants are overtaxed, underdeveloped or unprotected, they rebel and become in effect their own faction - the player's control is lost, garrisoned units are forced out of the city, and a hostile rebel army is formed in its place"
Spiral Knights	"The Spiral Knights are a spacefaring army from the planet Isora.[8] Their ship, the Skylark, has crashed on the planet Cradle. The interior of the planet is filled with a mechanized, continually reconfiguring dungeon called the Clockworks. Operating out of the town of Haven on the planet's surface, the knights descend into the Clockworks, with the goal of understanding the mysterious energy source at the planet's core. They hope to exploit this energy source to resurrect and re-launch the Skylark. In its gameplay, Spiral Knights is a top-down, third-person, real-time action-adventure game, comparable to The Legend of Zelda: Four Swords Adventures.[9] The player controls a single knight, and may play solo or with other players. When exploring the Clockworks, knights cooperate to defeat crowds of enemies of various types, while dodging traps and solving simple puzzles.[10] There are four main bosses, each with an alternate ""Shadow Lair"" variant,[11] and numerous mini-bosses. In addition to this player-versus-enemy mode, there are two optional player-versus-player modes: one that is similar to Clockworks play,[12] and a Bomberman-like mini-game that differs substantially from the rest of the game"
Plants vs. Zombies Game of the Year	"In Plants vs. Zombies, players place different types of plants and fungi, each with their own unique offensive or defensive capabilities, around a house, in order to stop a horde of zombiesfrom reaching their house. The playing field is divided into 5 to 6 horizontal lanes, and with rare exceptions, a zombie will only move towards the player's house along one lane (the main exception is if it has bitten a garlic, causing it to move to another lane). Planting costs ""sun"", which can be gathered for free (albeit slowly) during daytime levels and by planting certain plants or fungi. Most plants can only attack or defend against zombies in the lane they are planted in. In later levels, players can purchase upgrades with different offensive and defensive abilities"
Elite Dangerous	"Beginning in the year 3300 upon its release in 2014, Elite Dangerous has now run to the year 3304 and has been running in sync with UTC, albeit 1286 years in the future. The game is set around 45 years after Frontier: First Encounters, the previous game in the series.[8][15][16] Elite Dangerous retains the basic premise of previous games – players start with a spaceship and a small amount of money and have to make their own way in an open galaxy, furthering themselves either legally or illegally, through trading, mining, bounty-hunting, piracy and assassination.[17]"
FTL Faster Than Light	"FTL: Faster Than Light is a space-based top-down real-time strategy roguelike game created by indie developer Subset Games, which was released for Microsoft Windows, OS X and Linux in September 2012.[2] In the game, the player controls the crew of a single spacecraft, holding critical information to be delivered to an allied fleet, while being pursued by a large rebel fleet. The player must guide the spacecraft over eight sectors, each with planetary systems and events procedurally generated in a roguelike fashion, while facing rebel and other hostile forces, recruiting new crew, and outfitting and upgrading their ship. Combat takes place in pausable real time, and if the ship is destroyed or all of its crew lost, the game ends, forcing the player to restart with a new ship"
Divinity Original Sin	"Divinity: Original Sin is a fantasy role-playing video game developed by Larian Studios. The game was partially funded through Kickstarter and is a prequel to Divine Divinity. Upon its release in 2014, the game received acclaim from critics, with many praising its ability to modernize the RPG genre. The game ships with the editor that created it, allowing players to create their own single-player and multiplayer adventures and publish them online.[3] An enhanced edition of the game, featuring voice acting and various other updates, was released in October 2015. A sequel to the game, titled Divinity: Original Sin II, was released in September 2017 original Sin is an RPG in the Divinity universe. Divinity: Original Sin concerns two heroes. The game touts turn-based combat, cooperative multiplayer, an interactive world, and includes a modding tool used for creating new content."
Warface	"Players choose among four different classes to play, Sniper, Rifleman, Engineer, or Medic. Each class has its own role in the game: Medics revive fallen teammates, Engineers restore and repair armor, Riflemen provide extra ammo, whilst Snipers are long-range experts. Each class comes with its distinctive weapons, often split into two categories. Riflemen choose between a variety of assault rifles and light machine guns, Snipers have bolt-action and semi-automatic marksman and sniper rifles, Medics have automatic and pump action shotguns whereas Engineers use submachine guns and personal defence weapons. In other words, each class has two main branches and all weapons compete against one another within and with the opposite branch. Apart from that, each class can carry a secondary firearm and a melee weapon. A soldier's toolbelt is supplied with a hand grenade, and can be modified or expanded with extra smoke/stun grenades. Some classes can carry anti-personnel mines"
Middle-earth Shadow of Mordor	"Middle-earth: Shadow of Mordor is an open world action role-playing video game developed by Monolith Productions and published by Warner Bros. Interactive Entertainment. The game was released for Microsoft Windows, PlayStation 4, and Xbox One in September 2014 and PlayStation 3 and Xbox 360 in November 2014. An original non-canon story set in the legendarium created by J. R. R. Tolkien, the game takes place between the events of The Hobbit and The Lord of the Rings. The player controls Talion, a Ranger who bonds with the wraith of the Elf Lord Celebrimbor, as the two set out to avenge the deaths of their loved ones. Players can engage in melee combat, and use wraith abilities to fight and manipulate enemies. The game introduces the Nemesis System, which allows the artificial intelligence of non-playable characters to remember their prior actions against the game's protagonist and react accordingly"
Supreme Commander 2	"In both the skirmish and multiplayer modes, players start out with an Armored Command Unit (ACU), which is a large, powerful, construction-capable unit, as their avatar on the battlefield. They build mass extractors and power generators, which produce mass and energy, along with research facilities that produce research points faster. Players can also build land, air, and sea factories that produce land, air, and sea units, respectively. Players may also build add-on structures, expanding the capabilities of existing factories. Some buildings and units are more advanced than others and as players' bases and research levels expand, so does the quality of their units. Research points can be spent on faction-specific tech trees to add bonuses, abilities and upgrades, and to unlock more-advanced units and buildings. The final result of this development is the unlocking of experimental units, which are large, research-unlocked units and buildings with significantly more power than other units and buildings. Experimental units can be produced from experimental gantries (buildings with the sole purpose of building experimental units) or built by engineers. The ultimate aim of the game is to destroy the opponents' ACUs"
Counter-Strike Nexon Zombies	"For the first time on Steam, Nexon is making a slice of Counter-Strike history available to everyone! Classic Counter-Strike action, new modes, new guns, new characters, Free to Play—what else are we missing? That’s right, ZOMBIES! We welcome you to do your part in cutting down the undead masses. You’ll find plenty of Zombies there in both PvP and PvE flavors"
Transformice	"The main objective of the game is to collect a piece of cheese placed in at least one location on a map. Players control a mouse with the arrow keys or the WASD keys to run, duck, jump and perform various techniques, such as wall jumping, long jumping, turn arounds, and corner jumping. Players' mice must touch the cheese to collect it. After which, the player must take the collected cheese back to the map's mouse hole to finish. The number of cheese and mouse holes varies between maps. Players are awarded points on a scoreboard that is updated in real-time. Bonus points are awarded for players who place first, second or third. Collecting cheese is recorded into a player's permanent stats when there are about 2 or more players in the room. Players are also given extra recognition in their stats for finishing first when there are eleven or more players in the room. Maps have a general time limit of two minutes, at which time a new map is loaded. Maps can instantly switch before the time limit if all players complete the map or die. The timer will change to 20 seconds if the Shaman dies or too few mice are left on the map. Dying adds one point to a player's score on the scoreboard, no matter what time in the game it is or the cause of death."
Football Manager 2016	"FM16 features similar gameplay to that of the Football Manager series. Gameplay consists of taking charge of a professional[a] association football team, as the team manager. Players can sign football players to contracts, manage finances for the club, and give team talks to players. FM19 is a simulation of real world management, with the player being judged on various factors by the club's AI owners and board.[1]In FM16, players can now customise the appearances of their manager on the pitch.[2] Two new modes are introduced in FM2016, including the Fantasy Draft mode, in which multiple players can play together, and draft players with a fixed budget.[3] The second mode is called Create-A-Club, originated from the Editor version of the game but was now included in the final game. Players can create their own club with kits, logos, stadiums and transfer budget. All of them can be customised by players.[4]"
Dying Light	"Dying Light is an open world first person survival horror action-adventure video game developed by Techland and published by Warner Bros. Interactive Entertainment. Announced in May 2013, it was released in January 2015 for Microsoft Windows, Linux, PlayStation 4, and Xbox One. The game was once planned to be released on PlayStation 3 and Xbox 360, but was later cancelled due to hardware limitations. The game revolves around an undercover agent named Kyle Crane who is sent to infiltrate a quarantine zone in a city called Harran. It features an enemy-infested, open-world city with a dynamic day and night cycle, with climbable structures that support a fluid parkour system. The day-night cycle changes the game drastically, as the zombies become more aggressive and more difficult to deal with during night time. The gameplay is focused on weapons-based combat and parkour. The game also features an asymmetrical multiplayer mode (originally set to be a pre-order bonus); and a four-player, co-operative multiplayer mode"
Magicka	"Magicka is an action-adventure video game developed by Swedish independent developer Arrowhead Game Studios. It was released via Steam for Microsoft Windows on January 25, 2011. The game was developed by eight students at Luleå University of Technology in Skellefteå, Sweden[1] and sold over 200,000 copies in its first 17 days on sale.[2] It had sold 1.3 million copies and 4 million DLC packs as of January 2012,[3] making it one of the most successful games published by Paradox Interactive and was credited with a 250% rise in profits for Paradox during 2012.[4] As of June 2014, it has sold 2.8 million copies on Steam.[5] Magicka is based on Norse mythology. Up to four mages of a sacred order travel to fight against an evil sorcerer and his creations. The game world is based loosely on Norse mythology, drawing inspiration from other fantasy games like Warhammer and Diablo, while also making regular use of comedy and self-referential humor. The game also takes liberties when it comes to the classic fantasy setting, at one point supplying the players with an M60 machine gun. In expansions the game also explores a Vietnam War setting as well as the Lovecraftian Cthulhu universe."
The Sims(TM) 3	"The Sims 3 is built upon the same concept as its predecessors. Players control their own Sims' activities and relationships in a manner similar to real life. The game play is open-ended and does not have a defined goal. Challenges occur randomly based on aspects of each Sim's lifestyle, such as relationships, skills and job. Career opportunities such as working overtime or completing special tasks can yield a pay raise, cash bonus, or relationship boost. Skill opportunities are requests by neighbors or community members for Sims to solve problems using their acquired skills for cash or relationship rewards. If the opportunity is connected to a Sim's school, the reward may be increased school performance."
Batman Arkham City GOTY	"Batman: Arkham City is a 2011 action-adventure video game developed by Rocksteady Studios and published by Warner Bros. Interactive Entertainment. Based on the DC Comics superhero Batman, it is the sequel to the 2009 video game Batman: Arkham Asylum and the second installment in the Batman: Arkham series. Written by veteran Batman writer Paul Dini with Paul Crocker and Sefton Hill, Arkham City is inspired by the long-running comic book mythos. In the game's main storyline, Batman is incarcerated in Arkham City, a huge new super-prison enclosing the decaying urban slums of fictional Gotham City. He must uncover the secret behind the sinister scheme, ""Protocol 10"", orchestrated by the facility's warden, Hugo Strange. The game's leading characters are predominantly voiced by actors from the DC Animated Universe, with Kevin Conroy and Mark Hamill reprising their roles as Batman and the Joker, respectively"
Don't Starve Together Beta	"Don't Starve Together is the standalone multiplayer expansion of the uncompromising wilderness survival game, Don't Starve. Now Including, A New Reign: Part 1, the first episode of a series of updates. Built for multiplayer A New Reign explores the world of Don't Starve now that Charlie has taken over. Don't Starve Together also includes Reign of Giants; adding new characters, seasons, creatures, biomes, and Giant new challenges. Enter a strange and unexplored world full of strange creatures, dangers, and surprises. Gather resources to craft items and structures that match your survival style. Play your way as you unravel the mysteries of this strange land"
Supreme Commander Forged Alliance	"Gameplay in Forged Alliance is largely the same as in the original Supreme Commander. The player uses a giant bipedal mech called an Armored Command Unit (or ACU) to build an army with which they can conquer their opponents. Forged Alliance expands on the original gameplay mechanics, adding new units, modifying old ones, and introducing other improvements to the user interface.[4] The most notable addition to this expansion is the addition of a new faction, the Seraphim. In addition, the three original factions — the United Earth Federation (UEF), Cybran Nation, and Aeon Illuminate — also receive a number of new units. Other new content includes new maps. Several improvements to the controls and behind the scenes mechanics have been made as well. The interface has been revamped, as well as improved pathfinding and aircraft flight dynamics"
Farming Simulator 2013	"The initial release for Farming Simulator 2013 was on October 25, 2012.[1] A version was released for the PlayStation Vita on July 2, 2013, known as Farming Simulator.[6] Almost a year after its PC release, it received a large update and re-release under the title Farming Simulator 2013 Titanium Edition, on October 10, 2013. It contains all of the previous assets from the first iteration, with new content of a US-based environment in the form of a map called ""Westbridge Hills"" and new vehicles.[7] New content was also released as DLC add-ons for those with the original version of the game."
Fallout 3 - Game of the Year Edition	"Fallout 3 is a post-apocalyptic action role-playing open world video game developed by Bethesda Game Studios and published by Bethesda Softworks. The third major installment in the Fallout series,[1] it is the first game to be created by Bethesda since it bought the franchise from Interplay Entertainment. The game marks a major shift in the series by using 3D graphics and real-time combat, replacing the 2D isometric graphics and turn-based combat of previous installments. It was released worldwide in October 2008 for Microsoft Windows, PlayStation 3, and Xbox 360. The game is set within a post-apocalyptic, open world environment that encompasses a scaled region consisting of the ruins of Washington, D.C. and much of the countryside to the west of it, referred to as the ""Capital Wasteland"". It takes place within Fallout's usual setting of a world that deviated into an alternate timeline thanks to atomic age technology, which eventually led to its devastation by a nuclear apocalypse in the year 2077 (referred to as ""The Great War""), caused by a major international conflict between the United States and China over natural resources and the last remaining supplies of untapped petroleum. The main story takes place in the year 2277, around 36 years after the events of Fallout 2, of which it is not a direct sequel. Players take control of an inhabitant of Vault 101, one of several underground shelters created before the Great War to protect around 1,000 humans from the nuclear fallout, who is forced to venture out into the Capital Wasteland to find their father after he disappears from the Vault under mysterious circumstances. They find themselves seeking to complete their father's work while fighting against the Enclave, the corrupt remnants of the former U.S. government that seeks to use it for their own purposes."
LEGO MARVEL Super Heroes	"Lego Marvel Super Heroes is a Lego-themed action-adventure video game developed by Traveller's Tales and published by Warner Bros. Interactive Entertainment for the PlayStation 3, Xbox 360, Wii U, PlayStation 4, Xbox One and Microsoft Windows,[1] and published by Feral Interactive for OS X.[2] The game features gameplay similar to other Lego titles, such as Lego Star Wars: The Complete Saga and Lego Batman 2: DC Super Heroes, alternating between various action-adventure sequences and puzzle solving scenarios. The handheld version of the game by TT Fusion was released under the title Lego Marvel Super Heroes: Universe in Peril for iOS, Android, Nintendo DS, Nintendo 3DS and PlayStation Vita. Following the gameplay style of past Lego titles, players are able to control 180 characters from the Marvel Universe, each with their own unique abilities.[5][6] For example, Spider-Mancan swing on his webs and use his spider-sense while the Hulk, who is larger than the standard minifigures, can throw large objects, as well as shrink down into Bruce Banner to access computers.[7][8] Galactus was chosen as the main antagonist in the game.[9] According to game director, Arthur Parsons, and producer, Phil Ring, one of the main settings of Lego Marvel Super Heroes is a Lego version of New York City.[10] In addition, a Lego version of Asgard was created"
Batman Arkham Origins	"Arkham Origins is an open world action-adventure game incorporating stealth game tactics. Batman can use his cape to glide around Gotham City and the grapnel gun's retracting rope to attach to hard-to-reach ledges and extend his flight.[3] Some gadgets from previous Arkham games are present at the start of Arkham Origins, while others become available during play. Returning gadgets include the Cryptographic Sequencer, used to hack security consoles; the Batclaw, used for hooking onto surfaces; the Batarang, a throwing weapon;[4] the Remote Batarang, its remote-controlled counterpart; Explosive Gel, used to destroy weak surfaces and knock down enemies;[5] Smoke Pellets, used for stealthy exits and entrances;[6] the Disruptor, which can remotely disable guns and explosive mines,[6]and the Grapnel Accelerator, an earlier version of the Grapnel Boost.[7] New equipment in Batman's arsenal include the Remote Claw; this allows Batman to target two objects and pull them together, allowing him to throw enemies into each other or hit them with objects[8](tethering two walled points creates a tightrope for Batman to cross);[9] Shock Gloves, which allow Batman to block electric attacks, disable some enemies and stun shielded ones, and short-circuit objects,[10] and the Concussion Detonator, capable of stunning large enemy groups"
Sniper Elite V2	"Sniper Elite V2 is a third-person tactical shooter that emphasizes a less direct approach to combat, encouraging the player as a sniper to use stealth and keep distance from enemy soldiers. Many of the single player levels allow multiple routes for the players to take, including multistory buildings and side streets to get vantage points and avoid direct firefights. Set in World War II, the player character utilizes appropriate weapons for the era. The sniper rifle is the primary weapon throughout the game, though additional side arms are available including submachine guns and pistols, silenced or not depending on the situation. In addition to hand grenades, the player can deploy them as tripwire booby traps, land mines and dynamite. Binoculars can be used to tag enemies in view, displaying their position and movements to player. When using the sniper rifle however, certain elements can determine the outcome of a shot, taking realistic ballistics into consideration including wind direction and strength and bullet drop potentially altering the shot through the scope.[6] Bullets can ricochet off surfaces or targets and strike others. In different postures such as crouching or lying down on the front can also steady a shot, however the player character also has the ability to take a deep breath to further steady a shot and from their perspective slow down time. Another ability is when the player character is spotted, their last movements and position to the enemy is shown as a white-outlined figure, potentially allowing the player to escape that area and avoid further detection and alarms being raised"
Farming Simulator 15	"With a brand new graphics and physics engine, Farming Simulator 15 offers an immense open world, filled with details and visual effects transporting the Farming Simulator franchise to a new era. Manage your own farm: from harvesting to animal husbandry, and from the sales of fresh products to woodcutting, the benefits of your exploitation will allow you to develop, and invest in new and more powerful vehicles or tools. Across hundreds of acres of land offered by the new Nordic environment, and a renovated North American environment, use and drive over 140 authentic vehicles and farming tools, from over 40 most famous manufacturers (including 20 new brands): New Holland, Ponsse, Case IH, This new equipment includes a selection of vehicles and tools entirely dedicated to a new activity in Farming Simulator: woodcutting! In multiplayer, invite up to 15 friends to help you develop your farm. Thanks to an active and passionate community, benefit from limitless new content: new vehicles, tools, and even environments"
Sleeping Dogs	"Sleeping Dogs is an action-adventure video game developed by United Front Games and published by Square Enix. Originally released for PlayStation 3, Xbox 360 and Windows, and later a remastered version subtitled Definitive Edition, was released for PlayStation 4, Xbox One and Windows. Set in contemporary Hong Kong, the story follows Wei Shen, an undercover Hong Kong-American police officer on assignment to infiltrate the Sun On Yee Triad organization. Gameplay focuses on Shen's fighting, shooting and parkour abilities, and on gadgets that can be used for combat and exploration. Players must complete missions to unlock content and continue the story, but they may instead freely roam the game's open world environment and engage in both legal and criminal activities. The latter may incite a police response, the intensity of which is controlled by a ""heat"" system. Actions such as fighting, driving and racing grant Shen statistical rewards and earn the player achievements"
Company of Heroes 2	"Company of Heroes 2 is a real-time strategy video game developed by Relic Entertainment and published by Sega for Microsoft Windows, OS X, and Linux.[5] It is the sequel to the 2006 game Company of Heroes. As with the original Company of Heroes, the game is set in World War II but with the focus on the Eastern Front, with players primarily controlling the side of the Soviet Red Army during various stages of the Eastern Front, from Operation Barbarossa to the Battle of Berlin. Company of Heroes 2 runs on Relic Entertainment's proprietary Essence 3.0 game engine"
Max Payne 3	"Max Payne 3 is a third-person shooter video game developed by Rockstar Studios and published by Rockstar Games. It was released on May 15, 2012 for the PlayStation 3 and Xbox 360; a Microsoft Windows port was released on May 29, 2012, followed by an OS X port on June 20, 2013.[2] The game is the first entry in the Max Payne series since 2003's Max Payne 2: The Fall of Max Payne, developed by Remedy Entertainment. The game is played from a third-person perspective. Throughout the single-player mode, players control Max Payne, a former detective who has become a vigilante after the murder of his wife and daughter. Nine years after the events of the second game, Max becomes employed as a private security contractor in Brazil, but quickly becomes entangled in a quest filled with death and betrayal. An online multiplayer mode is included with the game, allowing up to 16 players to engage in both cooperative and competitive gameplay in re-creations of multiple single-player settings"
The Elder Scrolls IV Oblivion 	"he Elder Scrolls IV: Oblivion is an action role-playing video game developed by Bethesda Game Studios and published by Bethesda Softworks and the Take-Two Interactive division 2K Games. It is the fourth installment in The Elder Scrolls action fantasy series, following The Elder Scrolls III: Morrowind and preceding The Elder Scrolls V: Skyrim. The game was released for Microsoft Windows and Xbox 360 in March 2006, and on PlayStation 3in March 2007, with a mobile version of the game released on May 2, 2006. Taking place within the fictional province of Cyrodiil, Oblivion's main story revolves around the player character's efforts to thwart a fanatical cult known as the ""Mythic Dawn"" that plans to open portal gates to a demonic realm known as ""Oblivion"". The game continues the open world tradition of its predecessors by allowing the player to travel anywhere in the game world at any time and to ignore or postpone the main storyline indefinitely. A perpetual objective for players is to improve their character's skills, which are numerical representations of certain abilities. Early in the game, seven skills are selected by the player as major skills for their character, with those remaining termed as minor skills"
Infestation Survivor Stories	"Infestation: Survivor Stories was a zombie survival game where players endure the hardships of a post-apocalyptic, zombie-infested world. By collaborating with other players, and finding weapons and items, players increase their chances of survival. The game incorporated survival elements like hunger and thirst, which gradually grow over time. Supplies such as food and water could be found to battle the hunger and thirst. If the player failed to properly quench their hunger and thirst, the player's character would eventually die. It was possible to buy food and drinks if the player had none or choose not to scavenge for the items in the world. Items carried by the deceased character were lost on death - whether purchased in-game or not - but could be found and retrieved by other players, continuing the cycle of life and death in the game"
Hitman Absolution	"Hitman: Absolution is a stealth video game in which the player assumes the role of a hitman named Agent 47. Presented from a third-person perspective, the gameplay centers around completing set objectives within a series of levels.[5][6] Objectives can range from simply reaching the end of the level, to killing specific individuals.[6] Players choose how to complete each level, taking branching paths to get to a target or location.[7] Players may use pistols, bottles or bricks, assault rifles, shotguns, fiber-wire, or steel pipe against enemies if opting for the action-oriented approach, or avoid enemies altogether, not being seen, using disguises, blending into the environment, and only attacking the set target(s), if using the stealth-oriented approach.[8][9][10] Agent 47 also has the 'Instinct' ability that lets the player monitor enemies more easily.[7] There are also environmental ways to kill or distract individuals; players can use poison to spike coffee, pull switches to make a disco ball fall and break, cause a massive explosion at a gas station, pull a switch to cause scaffolding to fall down, cause fires, or set off fireworks.[7][11] Players complete chapters in order to progress through the story. The player journeys to various locations, including a mansion, library, strip club, gun store, wrestling arena, courthouse, and hotel during the story."
Dragon Age Origins	"Dragon Age: Origins is a role-playing game developed by BioWare and published by Electronic Arts. It is the first game in the Dragon Age franchise, and was released for Microsoft Windows, PlayStation 3, and Xbox 360 in November 2009, and for Mac OS X in December 2009. Set in the fictional kingdom of Ferelden during a period of civil strife, the game puts the player in the role of a warrior, mage, or rogue coming from an elven, human, or dwarven background. The player character is recruited into the Grey Wardens, an ancient order that stands against demonic forces known as ""Darkspawn"", and is tasked with defeating the Archdemon that commands them and ending their invasion. The game is played from a third-person perspective that can be shifted to a top-down perspective. Throughout the game, players encounter various companions, who play major roles in the game's plot and gameplay"
Marvel Puzzle Quest	"Players assemble a team of three Marvel superheroes or supervillains from various storylines, controlling the team against a team of up to three other superheroes or supervillains in match-three, turn-based battles.[4] Each color-coded match does damage to the player's opponent, while creating action points which can obtain special skills. Gems disappear and are replenished from above as they are matched.[5] When they are matched, the six colors of gems on the board grant energy that can be used to execute special moves.[2] Players trade hits back and forth until one of them is downed. When all enemies are downed the fight is over revealing a reward for the winner: one of the in-game currencies, special boosts or a new character. This character can be added to your roster. If it's a duplicate, it becomes a level-up token.[5] Players earn points by winning battles, and then apply the points to unlock new attacks and level up.[6] The board is highly tactical, with up to half a dozen potential considerations beyond the best match at any given point"
Day of Defeat	"Day of Defeat is a team-based multiplayer first-person shooter video game set in the European theatre of World War II on the Western front. Originally a modification of the 1998 game Half-Life, the rights of the modification were purchased by Valve Corporation and released as a full retail title in 2003. Set in the midst of World War II, Day of Defeat includes no single-player campaign, with focus left only on the game's multiplayer aspects. The game favors teamwork and features objective-based gameplay in combination with its system of classes. Maps are primarily made up of narrow paths, all of which typically lead to a few key locations. An official remake of the game, Day of Defeat: Source, was released by Valve in 2005. Utilizing the then-new Source engine, the remake featured various improvements over its predecessor, including updates to gameplay, graphics, and audio functionality"
Metro 2033	"Metro 2033 is a first-person shooter survival horror video game developed by 4A Games and published by THQ. It was released in 2010 for the Xbox 360 and Microsoft Windows. The story is based on Dmitry Glukhovsky's novel of the same name, and is set in the ruins of Moscow following a nuclear war, where the survivors are forced to live in underground metro tunnels. Players control Artyom, a man who must save his home station from the dangers lurking within the Metro. Metro 2033 is played from a first-person perspective. Players encounter human and mutant enemies, who can be killed with a variety of firearms; alternatively, players can employ stealth to evade or silently kill enemies. Ammunition and other necessary items must be either scavenged from the bodies of dead enemies, or purchased from vendors. Some areas of the metro tunnels, in addition to the Earth's surface, are covered in radiation, and the player must wear a gas mask to explore these areas. If the gas mask is worn while in combat, it may be damaged, and the player must quickly find a replacement before they die"
